Ref,Val,Package,PosX,PosY,Rot,Side
"C95","4.7uF","C_0805_2012Metric",86.628102,-77.871934,0.000000,bottom
"C96","100nF","C_0603_1608Metric",73.053102,-66.646934,-90.000000,bottom
"C97","10uF","C_0805_2012Metric",74.803102,-66.871934,-90.000000,bottom
"C98","10uF","C_0805_2012Metric",76.813102,-66.871934,-90.000000,bottom
"C99","22uF","C_0805_2012Metric",81.453102,-62.871934,-90.000000,bottom
"C100","100nF","C_0603_1608Metric",79.703102,-62.671934,-90.000000,bottom
"C101","22uF","C_0805_2012Metric",77.553102,-59.371934,180.000000,bottom
"C102","22uF","C_0805_2012Metric",79.953102,-56.621934,90.000000,bottom
"C103","100nF","C_0603_1608Metric",84.203102,-67.846934,-90.000000,bottom
"C104","10uF","C_0805_2012Metric",85.703102,-62.596934,90.000000,bottom
"C105","220nF","C_0603_1608Metric",87.203102,-72.096934,-90.000000,bottom
"C106","4.7nF","C_0603_1608Metric",85.703102,-70.596934,-90.000000,bottom
"C107","22uF","C_0805_2012Metric",88.703102,-63.596934,180.000000,bottom
"C108","10pF","C_0603_1608Metric",91.703102,-68.096934,90.000000,bottom
"C109","10uF","C_0805_2012Metric",81.953102,-55.621934,90.000000,bottom
"C110","22uF","C_0805_2012Metric",81.953102,-52.121934,-90.000000,bottom
"C112","100nF","C_0603_1608Metric",81.500000,-127.450000,-90.000000,bottom
"C113","100nF","C_0603_1608Metric",81.500000,-130.450000,-90.000000,bottom
"C115","100nF","C_0603_1608Metric",75.500000,-127.100000,90.000000,bottom
"D2","LED","LED_0805_2012Metric",83.000000,-72.371934,180.000000,bottom
"D3","B240A-13-F","DO-214AC",91.953102,-61.346934,-90.000000,bottom
"D4","LED","LED_0805_2012Metric",88.528102,-57.971934,180.000000,bottom
